[17:42:14][modifier.cpp:386]: [0] Tag: blank_modifier, Categories: 2
[17:42:14][modifier.cpp:386]: [5811] Tag: planet_metallurgists_consumer_goods_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5812] Tag: planet_metallurgists_consumer_goods_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5813] Tag: planet_metallurgists_consumer_goods_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5814] Tag: planet_metallurgists_volatile_motes_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5815] Tag: planet_metallurgists_volatile_motes_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5816] Tag: planet_metallurgists_volatile_motes_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5817] Tag: planet_metallurgists_volatile_motes_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5818] Tag: planet_metallurgists_volatile_motes_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5819] Tag: planet_metallurgists_volatile_motes_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5820] Tag: planet_metallurgists_exotic_gases_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5821] Tag: planet_metallurgists_exotic_gases_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5822] Tag: planet_metallurgists_exotic_gases_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5823] Tag: planet_metallurgists_exotic_gases_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5824] Tag: planet_metallurgists_exotic_gases_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5825] Tag: planet_metallurgists_exotic_gases_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5826] Tag: planet_metallurgists_rare_crystals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5827] Tag: planet_metallurgists_rare_crystals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5828] Tag: planet_metallurgists_rare_crystals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5829] Tag: planet_metallurgists_rare_crystals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5830] Tag: planet_metallurgists_rare_crystals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5831] Tag: planet_metallurgists_rare_crystals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5832] Tag: planet_metallurgists_sr_living_metal_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5833] Tag: planet_metallurgists_sr_living_metal_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5834] Tag: planet_metallurgists_sr_living_metal_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5835] Tag: planet_metallurgists_sr_living_metal_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5836] Tag: planet_metallurgists_sr_living_metal_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5837] Tag: planet_metallurgists_sr_living_metal_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5838] Tag: planet_metallurgists_sr_zro_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5839] Tag: planet_metallurgists_sr_zro_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5840] Tag: planet_metallurgists_sr_zro_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5841] Tag: planet_metallurgists_sr_zro_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5842] Tag: planet_metallurgists_sr_zro_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5843] Tag: planet_metallurgists_sr_zro_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5844] Tag: planet_metallurgists_sr_dark_matter_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5845] Tag: planet_metallurgists_sr_dark_matter_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5846] Tag: planet_metallurgists_sr_dark_matter_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5847] Tag: planet_metallurgists_sr_dark_matter_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5848] Tag: planet_metallurgists_sr_dark_matter_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5849] Tag: planet_metallurgists_sr_dark_matter_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5850] Tag: planet_metallurgists_nanites_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5851] Tag: planet_metallurgists_nanites_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5852] Tag: planet_metallurgists_nanites_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5853] Tag: planet_metallurgists_nanites_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5854] Tag: planet_metallurgists_nanites_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5855] Tag: planet_metallurgists_nanites_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5856] Tag: planet_metallurgists_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5857] Tag: planet_metallurgists_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5858] Tag: planet_metallurgists_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5859] Tag: planet_metallurgists_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5860] Tag: planet_metallurgists_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5861] Tag: planet_metallurgists_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5862] Tag: planet_culture_workers_time_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5863] Tag: planet_culture_workers_time_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5864] Tag: planet_culture_workers_time_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5865] Tag: planet_culture_workers_time_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5866] Tag: planet_culture_workers_time_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5867] Tag: planet_culture_workers_time_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5868] Tag: planet_culture_workers_energy_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5869] Tag: planet_culture_workers_energy_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5870] Tag: planet_culture_workers_energy_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5871] Tag: planet_culture_workers_energy_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5872] Tag: planet_culture_workers_energy_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5873] Tag: planet_culture_workers_energy_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5874] Tag: planet_culture_workers_minerals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5875] Tag: planet_culture_workers_minerals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5876] Tag: planet_culture_workers_minerals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5877] Tag: planet_culture_workers_minerals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5878] Tag: planet_culture_workers_minerals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5879] Tag: planet_culture_workers_minerals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5880] Tag: planet_culture_workers_food_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5881] Tag: planet_culture_workers_food_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5882] Tag: planet_culture_workers_food_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5883] Tag: planet_culture_workers_food_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5884] Tag: planet_culture_workers_food_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5885] Tag: planet_culture_workers_food_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5886] Tag: planet_culture_workers_physics_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5887] Tag: planet_culture_workers_physics_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5888] Tag: planet_culture_workers_physics_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5889] Tag: planet_culture_workers_physics_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5890] Tag: planet_culture_workers_physics_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5891] Tag: planet_culture_workers_physics_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5892] Tag: planet_culture_workers_society_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5893] Tag: planet_culture_workers_society_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5894] Tag: planet_culture_workers_society_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5895] Tag: planet_culture_workers_society_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5896] Tag: planet_culture_workers_society_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5897] Tag: planet_culture_workers_society_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5898] Tag: planet_culture_workers_engineering_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5899] Tag: planet_culture_workers_engineering_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5900] Tag: planet_culture_workers_engineering_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5901] Tag: planet_culture_workers_engineering_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5902] Tag: planet_culture_workers_engineering_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5903] Tag: planet_culture_workers_engineering_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5904] Tag: planet_culture_workers_influence_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5905] Tag: planet_culture_workers_influence_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5906] Tag: planet_culture_workers_influence_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5907] Tag: planet_culture_workers_influence_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5908] Tag: planet_culture_workers_influence_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5909] Tag: planet_culture_workers_influence_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5910] Tag: planet_culture_workers_unity_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5911] Tag: planet_culture_workers_unity_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5912] Tag: planet_culture_workers_unity_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5913] Tag: planet_culture_workers_unity_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5914] Tag: planet_culture_workers_unity_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5915] Tag: planet_culture_workers_unity_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5916] Tag: planet_culture_workers_alloys_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5917] Tag: planet_culture_workers_alloys_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5918] Tag: planet_culture_workers_alloys_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5919] Tag: planet_culture_workers_alloys_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5920] Tag: planet_culture_workers_alloys_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5921] Tag: planet_culture_workers_alloys_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5922] Tag: planet_culture_workers_consumer_goods_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5923] Tag: planet_culture_workers_consumer_goods_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5924] Tag: planet_culture_workers_consumer_goods_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5925] Tag: planet_culture_workers_consumer_goods_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5926] Tag: planet_culture_workers_consumer_goods_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5927] Tag: planet_culture_workers_consumer_goods_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5928] Tag: planet_culture_workers_volatile_motes_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5929] Tag: planet_culture_workers_volatile_motes_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5930] Tag: planet_culture_workers_volatile_motes_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5931] Tag: planet_culture_workers_volatile_motes_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5932] Tag: planet_culture_workers_volatile_motes_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5933] Tag: planet_culture_workers_volatile_motes_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5934] Tag: planet_culture_workers_exotic_gases_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5935] Tag: planet_culture_workers_exotic_gases_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5936] Tag: planet_culture_workers_exotic_gases_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5937] Tag: planet_culture_workers_exotic_gases_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5938] Tag: planet_culture_workers_exotic_gases_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5939] Tag: planet_culture_workers_exotic_gases_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5940] Tag: planet_culture_workers_rare_crystals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5941] Tag: planet_culture_workers_rare_crystals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5942] Tag: planet_culture_workers_rare_crystals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5943] Tag: planet_culture_workers_rare_crystals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5944] Tag: planet_culture_workers_rare_crystals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5945] Tag: planet_culture_workers_rare_crystals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5946] Tag: planet_culture_workers_sr_living_metal_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5947] Tag: planet_culture_workers_sr_living_metal_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5948] Tag: planet_culture_workers_sr_living_metal_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5949] Tag: planet_culture_workers_sr_living_metal_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5950] Tag: planet_culture_workers_sr_living_metal_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5951] Tag: planet_culture_workers_sr_living_metal_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5952] Tag: planet_culture_workers_sr_zro_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5953] Tag: planet_culture_workers_sr_zro_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5954] Tag: planet_culture_workers_sr_zro_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5955] Tag: planet_culture_workers_sr_zro_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5956] Tag: planet_culture_workers_sr_zro_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5957] Tag: planet_culture_workers_sr_zro_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5958] Tag: planet_culture_workers_sr_dark_matter_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5959] Tag: planet_culture_workers_sr_dark_matter_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5960] Tag: planet_culture_workers_sr_dark_matter_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5961] Tag: planet_culture_workers_sr_dark_matter_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5962] Tag: planet_culture_workers_sr_dark_matter_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5963] Tag: planet_culture_workers_sr_dark_matter_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5964] Tag: planet_culture_workers_nanites_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5965] Tag: planet_culture_workers_nanites_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5966] Tag: planet_culture_workers_nanites_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5967] Tag: planet_culture_workers_nanites_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5968] Tag: planet_culture_workers_nanites_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5969] Tag: planet_culture_workers_nanites_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5970] Tag: planet_culture_workers_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5971] Tag: planet_culture_workers_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5972] Tag: planet_culture_workers_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5973] Tag: planet_culture_workers_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5974] Tag: planet_culture_workers_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5975] Tag: planet_culture_workers_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5976] Tag: planet_nobles_time_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5977] Tag: planet_nobles_time_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5978] Tag: planet_nobles_time_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5979] Tag: planet_nobles_time_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5980] Tag: planet_nobles_time_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5981] Tag: planet_nobles_time_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5982] Tag: planet_nobles_energy_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5983] Tag: planet_nobles_energy_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5984] Tag: planet_nobles_energy_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5985] Tag: planet_nobles_energy_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5986] Tag: planet_nobles_energy_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5987] Tag: planet_nobles_energy_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5988] Tag: planet_nobles_minerals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5989] Tag: planet_nobles_minerals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5990] Tag: planet_nobles_minerals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5991] Tag: planet_nobles_minerals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5992] Tag: planet_nobles_minerals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5993] Tag: planet_nobles_minerals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5994] Tag: planet_nobles_food_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5995] Tag: planet_nobles_food_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5996] Tag: planet_nobles_food_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5997] Tag: planet_nobles_food_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [5998] Tag: planet_nobles_food_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [5999] Tag: planet_nobles_food_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6000] Tag: planet_nobles_physics_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6001] Tag: planet_nobles_physics_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6002] Tag: planet_nobles_physics_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6003] Tag: planet_nobles_physics_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6004] Tag: planet_nobles_physics_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6005] Tag: planet_nobles_physics_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6006] Tag: planet_nobles_society_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6007] Tag: planet_nobles_society_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6008] Tag: planet_nobles_society_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6009] Tag: planet_nobles_society_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6010] Tag: planet_nobles_society_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6011] Tag: planet_nobles_society_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6012] Tag: planet_nobles_engineering_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6013] Tag: planet_nobles_engineering_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6014] Tag: planet_nobles_engineering_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6015] Tag: planet_nobles_engineering_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6016] Tag: planet_nobles_engineering_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6017] Tag: planet_nobles_engineering_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6018] Tag: planet_nobles_influence_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6019] Tag: planet_nobles_influence_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6020] Tag: planet_nobles_influence_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6021] Tag: planet_nobles_influence_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6022] Tag: planet_nobles_influence_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6023] Tag: planet_nobles_influence_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6024] Tag: planet_nobles_unity_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6025] Tag: planet_nobles_unity_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6026] Tag: planet_nobles_unity_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6027] Tag: planet_nobles_unity_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6028] Tag: planet_nobles_unity_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6029] Tag: planet_nobles_unity_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6030] Tag: planet_nobles_alloys_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6031] Tag: planet_nobles_alloys_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6032] Tag: planet_nobles_alloys_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6033] Tag: planet_nobles_alloys_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6034] Tag: planet_nobles_alloys_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6035] Tag: planet_nobles_alloys_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6036] Tag: planet_nobles_consumer_goods_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6037] Tag: planet_nobles_consumer_goods_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6038] Tag: planet_nobles_consumer_goods_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6039] Tag: planet_nobles_consumer_goods_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6040] Tag: planet_nobles_consumer_goods_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6041] Tag: planet_nobles_consumer_goods_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6042] Tag: planet_nobles_volatile_motes_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6043] Tag: planet_nobles_volatile_motes_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6044] Tag: planet_nobles_volatile_motes_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6045] Tag: planet_nobles_volatile_motes_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6046] Tag: planet_nobles_volatile_motes_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6047] Tag: planet_nobles_volatile_motes_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6048] Tag: planet_nobles_exotic_gases_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6049] Tag: planet_nobles_exotic_gases_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6050] Tag: planet_nobles_exotic_gases_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6051] Tag: planet_nobles_exotic_gases_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6052] Tag: planet_nobles_exotic_gases_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6053] Tag: planet_nobles_exotic_gases_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6054] Tag: planet_nobles_rare_crystals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6055] Tag: planet_nobles_rare_crystals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6056] Tag: planet_nobles_rare_crystals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6057] Tag: planet_nobles_rare_crystals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6058] Tag: planet_nobles_rare_crystals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6059] Tag: planet_nobles_rare_crystals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6060] Tag: planet_nobles_sr_living_metal_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6061] Tag: planet_nobles_sr_living_metal_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6062] Tag: planet_nobles_sr_living_metal_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6063] Tag: planet_nobles_sr_living_metal_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6064] Tag: planet_nobles_sr_living_metal_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6065] Tag: planet_nobles_sr_living_metal_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6066] Tag: planet_nobles_sr_zro_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6067] Tag: planet_nobles_sr_zro_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6068] Tag: planet_nobles_sr_zro_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [6069] Tag: planet_nobles_sr_zro_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [6070] Tag: planet_nobles_sr_zro_upkeep_add, Categories: 524288
